,theta,beta
0,2.099635593930061,0.4779076131076811
1,2.0942836095757977,0.47199076654526007
2,2.0890404240670746,0.4660832499620292
3,2.083903603962054,0.4601849119866171
4,2.0788708214520044,0.45429560293553445
5,2.073939848095409,0.4484151747742292
6,2.069108549032257,0.442543481079051
7,2.0643748776360598,0.4366803770000952
8,2.0597368705662094,0.430825719224899
9,2.0551926431851557,0.4249793659429623
10,2.0507403853093953,0.4191411768110679
11,2.0463783572664864,0.4133110129193752
12,2.0421048862313027,0.4074887367582642
13,2.037918362819452,0.40167421218590493
14,2.0338172379162778,0.3958673043965309
15,2.0298000197219004,0.39006787988939423
16,2.0258652709952916,0.384275806438381
17,2.0220116064818496,0.37849095306226693
18,2.0182376905094284,0.37271318999559294
19,2.014542234739661,0.36694238866014167
20,2.010923996063714,0.3611784216369969
21,2.0073817746298896,0.3554211626391671
22,2.00391441199427,0.34967048648475585
23,2.000520789385072,0.343926269070663
24,1.9971998260721389,0.3381883873467992
25,1.9939504778338275,0.3324567192907988
26,1.9907717355148087,0.32673114388321534
27,1.987662623668097,0.3210115410831848
28,1.9846221992749777,0.3152977918045421
29,1.981649550538548,0.3095897778923773
30,1.978743795744144,0.30388738210001703
31,1.9759040821845568,0.2981904880664194
32,1.9731295851431536,0.29249898029396726
33,1.9704195069330952,0.28681274412665014
34,1.967773075987699,0.2811316657286204
35,1.9651895460001683,0.2754556320631134
36,1.9626681951074483,0.26978453087171933
37,1.9602083251180114,0.2641182506539959
38,1.9578092607788502,0.25845668064741156
39,1.9554703490801035,0.2527997108076074
40,1.9531909585953962,0.24714723178896927
41,1.9509704788554165,0.24149913492549846
42,1.9488083197529384,0.23585531221197223
43,1.9467039109774689,0.23021565628538468
44,1.9446567014774212,0.2245800604066579
45,1.9426661589500807,0.2189484184426153
46,1.94073176935506,0.21332062484820835
47,1.9388530364528442,0.2076965746489871
48,1.9370294813649869,0.202076163423807
49,1.9352606421560514,0.19645928728776393
50,1.9335460734360739,0.19084584287534906
51,1.9318853459817218,0.1852357273238154
52,1.930278046376607,0.17962883825674944
53,1.9287237766689502,0.17402507376783927
54,1.9272221540454746,0.16842433240483223
55,1.9257728105219263,0.1628265131536759
56,1.9243753926488658,0.1572315154228336
57,1.9230295612315382,0.15163923902776902
58,1.9217349910646284,0.1460495841755923
59,1.9204913706800033,0.14046245144986155
60,1.919298402106798,0.13487774179553302
61,1.9181558006456276,0.1292953565040536
62,1.9170632946530404,0.12371519719858919
63,1.9160206253386134,0.11813716581938287
64,1.915027546572702,0.11256116460923704
65,1.9140838247052354,0.10698709609911335
66,1.9131892383947617,0.101414863093844
67,1.9123435784476834,0.09584436865794989
68,1.9115466476675929,0.0902755161015588
69,1.9107982607133271,0.08470820896641773
70,1.9100982439671013,0.07914235101199535
71,1.909446435411656,0.07357784620166731
72,1.9088426845153919,0.0680145986889798
73,1.9082868521270084,0.062452512803986365
74,1.9077788103782813,0.05689149303965168
75,1.907318442594697,0.05133144403831737
76,1.906905643214893,0.04577227057822526
77,1.9065403177175426,0.04021387756009192
78,1.906222382555935,0.034656169993729675
79,1.905951765100915,0.029099052984709453
80,1.9057284035909898,0.023542431721059406
81,1.9055522470898136,0.017986211459995412
82,1.905423255451768,0.012430297514677254
83,1.9053413992943105,0.006874595240985808
84,1.9053066599779873,0.0013190100243176165
85,1.9053190295938487,-0.004236552733611303
86,1.905378510957922,-0.009792187627953874
87,1.9054851176132406,-0.015347989263919464
88,1.9056388738389378,-0.020904052269966104
89,1.90583981466696,-0.0264604713110008
90,1.9060879859059137,-0.03201734110159321
91,1.9063834441721097,-0.03757475641920886
92,1.9067262569286427,-0.04313281211746628
93,1.9071165025312222,-0.04869160313942219
94,1.9075542702824446,-0.054251224530890985
95,1.9080396604926717,-0.05981177145380376
96,1.9085727845499685,-0.06537333919961039
97,1.9091537649965478,-0.07093602320273165
98,1.9097827356145567,-0.07649991905406545
99,1.9104598415188052,-0.08206512251455295
100,1.9111852392592201,-0.08763172952880885
101,1.9119590969301328,-0.09319983623882326
102,1.9127815942900952,-0.09876953899773809
103,1.9136529228890504,-0.10434093438370383
104,1.914573286205771,-0.10991411921382509
105,1.9155428997936363,-0.11548919055819615
106,1.91656199143757,-0.12106624575403513
107,1.917630801319313,-0.1266453824199201
108,1.918749582194197,-0.13222669847013702
109,1.919918599577798,-0.1378102921291403
110,1.921138131944005,-0.1433962619461345
111,1.9224084709340854,-0.14898470680978443
112,1.92372992157813,-0.1545757259630568
113,1.9251028025278396,-0.16016941901820156
114,1.926527446302889,-0.16576588597187997
115,1.928004199549913,-0.17136522722044237
116,1.9295334233156787,-0.17696754357536754
117,1.9311154933341879,-0.18257293627886506
118,1.9327508003293499,-0.1881815070196508
119,1.9344397503325688,-0.1937933579489016
120,1.9361827650175272,-0.19940859169639596
121,1.937980282051643,-0.2050273113868483
122,1.9398327554652948,-0.2106496206564442
123,1.9417406560409631,-0.2162756236695837
124,1.9437044717208138,-0.22190542513584136
125,1.94572470803646,-0.22753913032714979
126,1.9478018885597175,-0.2331768450952157
127,1.9499365553773362,-0.23881867588917688
128,1.9521292695894044,-0.24446472977350697
129,1.9543806118341598,-0.25011511444617884
130,1.9566911828396991,-0.25576993825709476
131,1.9590616040050364,-0.2614293102267907
132,1.9614925180109024,-0.26709334006542695
133,1.9639845894640073,-0.272762138192074
134,1.9665385055745865,-0.2784358157543011
135,1.9691549768716667,-0.28411448464808037
136,1.9718347379559198,-0.28979825753801647
137,1.9745785482952094,-0.29548724787791125
138,1.9773871930629001,-0.30118156993167494
139,1.9802614840242123,-0.306881338794596
140,1.9832022604720798,-0.3125866704149801
141,1.9862103902166472,-0.31829768161617056
142,1.989286770632507,-0.3240144901189625
143,1.9924323297665403,-0.32973721456442384
144,1.995648027512659,-0.3354659745371351
145,1.998934856855425,-0.3412008905888638
146,2.0022938451909633,-0.34694208426268136
147,2.0057260557282204,-0.3526896781175465
148,2.0092325889780227,-0.3584437957533599
149,2.0128145843363114,-0.36420456183651123
150,2.016473221769327,-0.3699721021259328
151,2.020209723607298,-0.37574654349967385
152,2.02402535645762,-0.38152801398201647
153,2.0279214332450435,-0.38731664277114564
154,2.0318993153903495,-0.39311256026739316
155,2.0359604151389785,-0.39891589810207484
156,2.040106198051946,-0.4047267891669385
157,2.044338185672511,-0.41054536764424077
158,2.0486579583847258,-0.41637176903747725
159,2.0530671584793696,-0.4222061302027817
160,2.0575674934463004,-0.42804858938102014
161,2.0621607395134953,-0.43389928623059926
162,2.0668487454539983,-0.4397583618610129
163,2.0716334366864997,-0.4456259588671528
164,2.0765168196960646,-0.4515022213644041
165,2.081500986804124,-0.4573872950245539
166,2.0865881213220314,-0.4632813271125405
167,2.0917805031237338,-0.4691844665240664
168,2.097080514678491,-0.4750968638241092
169,2.102490647587442,-0.4810186712863531
170,2.1080135096753674,-0.4869500429335794
171,2.113651832690695,-0.4928911345790407
172,2.11940848067714,-0.4988421038688551
173,2.1252864590821465,-0.5048031103254539
174,2.1312889246819635,-0.5107743153921184
175,2.137419196402731,-0.5167558824786416
176,2.1436807671359146,-0.5227479770081522
177,2.150077316650113,-0.5287507664651454
178,2.156612725717973,-0.5347644204447516
179,2.1632910915882304,-0.5407891107032989
180,2.1633873101835475,-0.5407891107032992
181,2.1610248841802404,-0.5412907311341546
182,2.1548534216325494,-0.5425993607592763
183,2.1460165126993997,-0.544445002518029
184,2.1353571348504543,-0.5465706117624185
185,2.12344179487594,-0.5487176548093631
186,2.110596704363549,-0.5506202606237176
187,2.0969496196840405,-0.5520048833740185
188,2.0824734120486683,-0.552593104394286
189,2.0670290348190052,-0.5521057846753554
190,2.0504064280899312,-0.5502673003282621
191,2.0323623386475465,-0.546809066117639
192,2.0126542991004754,-0.5414719645626649
193,1.99107026240807,-0.534007635437344
194,1.9674536810277878,-0.5241788363168038
195,1.9417241255298707,-0.5117592642791995
196,1.9138937815616552,-0.4965333461467396
197,1.8840802689851515,-0.47829657718327123
198,1.8525161526015976,-0.4568570301524906
199,1.819555277333417,-0.4320386729136656
200,1.7856757238101322,-0.40368711362212717
201,1.7514788103154126,-0.3716783102672232
202,1.7176832029433333,-0.3359305890095301
203,1.6851128553429398,-0.29641995368743546
204,1.6546772359142796,-0.25319808141444455
205,1.6273422687594765,-0.20641156994239895
206,1.6040908746709217,-0.15632000552455416
207,1.5858732036140886,-0.10330947198291307
208,1.5735486527524714,-0.04789759454842968
209,1.567824246197027,0.009273447453544303
210,1.569196215228521,0.06745797836751843
211,1.5779027836142419,0.12584135758199655
212,1.5938955331062363,0.18358427398894905
213,1.6168341384853573,0.23987054997857293
214,1.646105286588047,0.29395122834816156
215,1.680862409492895,0.3451787214149489
216,1.7200798083518674,0.39302736640713754
217,1.7626136821319687,0.43709985098069803
218,1.807263421293091,0.4771216028046841
219,1.8528283465940358,0.5129267536930604
220,1.8981567808884003,0.5444396224999577
221,1.9421854939285046,0.5716551339667804
222,1.9839685489031762,0.5946206491343846
223,2.022695999127504,0.6134206956459471
224,2.057704661789036,0.6281652656032654
225,2.0884843749762636,0.638981764150044
226,2.1146826145244413,0.6460103226945509
227,2.1361079104886587,0.6494019770349149
228,2.152729286646312,0.6493190900479634
229,2.164666750833466,0.6459373249537425
230,2.1721679635805886,0.6394484273308323
231,2.175568563858893,0.6300630582011548
232,2.1752370351177257,0.6180129684677155
233,2.1715079646252997,0.6035519684146327
234,2.164609157033472,0.5869554854543534
235,2.1545882263644858,0.5685190739746977
236,2.1412434694250004,0.5485570809763658
237,2.124062493381637,0.5274038040301738
238,2.1021703457008476,0.5054209478827885
239,2.0742865001941455,0.48301714163174836
